waktu,cuaca,kelembaban_min,kelembaban_max,kelembaban_mean,suhu_min,suhu_max,suhu_mean
Dini Hari,Berawan,60,90,75.0,24,34,29.0
Siang,Hujan Ringan,60,90,75.0,24,34,29.0
Pagi,Cerah Berawan,60,90,75.0,24,34,29.0
Malam,Berawan,60,90,75.0,24,34,29.0
Dini Hari,Berawan,60,90,75.0,24,34,29.0
Siang,Hujan Lokal,60,90,75.0,24,34,29.0
Pagi,Cerah Berawan,60,90,75.0,24,34,29.0
Malam,Berawan,60,90,75.0,24,34,29.0
Dini Hari,Berawan,60,90,75.0,24,34,29.0
Siang,Cerah Berawan,40,85,62.5,25,33,29.0
Pagi,Cerah Berawan,40,85,62.5,25,33,29.0
Malam,Cerah Berawan,40,85,62.5,25,33,29.0
Dini Hari,Cerah Berawan,40,85,62.5,25,33,29.0
Siang,Berawan,40,85,62.5,25,33,29.0
Pagi,Cerah Berawan,40,85,62.5,25,33,29.0
Malam,Cerah Berawan,40,85,62.5,25,33,29.0
Dini Hari,Cerah Berawan,40,85,62.5,25,33,29.0
Siang,Hujan Lokal,40,85,62.5,25,33,29.0
Pagi,Cerah Berawan,40,85,62.5,25,33,29.0
Malam,Berawan,40,85,62.5,25,33,29.0
Dini Hari,Cerah Berawan,40,85,62.5,25,33,29.0
Siang,Hujan Lokal,40,85,62.5,25,33,29.0
Pagi,Cerah Berawan,40,85,62.5,25,33,29.0
Malam,Hujan Lokal,40,85,62.5,25,33,29.0
Dini Hari,Cerah Berawan,40,85,62.5,25,33,29.0
Siang,Berawan,40,85,62.5,25,33,29.0
Pagi,Cerah Berawan,40,85,62.5,25,33,29.0
Malam,Berawan,40,85,62.5,25,33,29.0
Dini Hari,Cerah Berawan,40,85,62.5,25,33,29.0
Siang,Hujan Lokal,40,85,62.5,25,33,29.0
Pagi,Cerah Berawan,40,85,62.5,25,33,29.0
Malam,Berawan,40,85,62.5,25,33,29.0
Dini Hari,Cerah Berawan,40,85,62.5,25,33,29.0
Siang,Cerah Berawan,60,90,75.0,24,33,28.5
Pagi,Berawan,60,90,75.0,24,33,28.5
Malam,Berawan,60,90,75.0,24,33,28.5
Dini Hari,Hujan Lokal,60,90,75.0,24,33,28.5
Siang,Cerah Berawan,60,90,75.0,24,33,28.5
Pagi,Berawan,60,90,75.0,24,33,28.5
Malam,Berawan,60,90,75.0,24,33,28.5
Dini Hari,Berawan,60,90,75.0,24,33,28.5
Siang,Hujan Lokal,60,90,75.0,24,33,28.5
Pagi,Cerah Berawan,60,90,75.0,24,33,28.5
Malam,Berawan,60,90,75.0,24,33,28.5
Dini Hari,Berawan,60,90,75.0,24,33,28.5
Siang,Hujan Lokal,60,90,75.0,24,33,28.5
Pagi,Cerah Berawan,60,90,75.0,24,33,28.5
Malam,Berawan,60,90,75.0,24,33,28.5
Dini Hari,Berawan,60,90,75.0,24,33,28.5
Siang,Hujan Lokal,60,90,75.0,24,33,28.5
Pagi,Cerah Berawan,60,90,75.0,24,33,28.5
Malam,Berawan,60,90,75.0,24,33,28.5
Dini Hari,Berawan,60,90,75.0,24,33,28.5
Siang,Hujan Lokal,60,90,75.0,24,33,28.5
Pagi,Cerah Berawan,60,90,75.0,24,33,28.5
Malam,Berawan,60,90,75.0,24,33,28.5
Dini Hari,Berawan,60,90,75.0,24,33,28.5
Siang,Berawan,55,90,72.5,24,34,29.0
Pagi,Berawan,55,90,72.5,24,34,29.0
Malam,Berawan,55,90,72.5,24,34,29.0
Dini Hari,Hujan Lokal,55,90,72.5,24,34,29.0
Siang,Berawan,55,90,72.5,24,34,29.0
Pagi,Berawan,55,90,72.5,24,34,29.0
Malam,Berawan,55,90,72.5,24,34,29.0
Dini Hari,Cerah Berawan,55,90,72.5,24,34,29.0
Siang,Berawan,55,90,72.5,24,34,29.0
Pagi,Cerah Berawan,55,90,72.5,24,34,29.0
Malam,Berawan,55,90,72.5,24,34,29.0
Dini Hari,Cerah Berawan,55,90,72.5,24,34,29.0
Siang,Hujan Lokal,55,90,72.5,24,34,29.0
Pagi,Cerah Berawan,55,90,72.5,24,34,29.0
Malam,Hujan Lokal,55,90,72.5,24,34,29.0
Dini Hari,Cerah Berawan,55,90,72.5,24,34,29.0
Siang,Berawan,55,90,72.5,24,34,29.0
Pagi,Cerah Berawan,55,90,72.5,24,34,29.0
Malam,Berawan,55,90,72.5,24,34,29.0
Dini Hari,Cerah Berawan,55,90,72.5,24,34,29.0
Siang,Hujan Lokal,55,90,72.5,24,34,29.0
Pagi,Cerah Berawan,55,90,72.5,24,34,29.0
Malam,Berawan,55,90,72.5,24,34,29.0
Dini Hari,Cerah Berawan,55,90,72.5,24,34,29.0
Siang,Berawan,55,90,72.5,24,34,29.0
Pagi,Berawan,55,90,72.5,24,34,29.0
Malam,Berawan,55,90,72.5,24,34,29.0
Dini Hari,Hujan Lokal,55,90,72.5,24,34,29.0
Siang,Berawan,55,90,72.5,24,34,29.0
Pagi,Berawan,55,90,72.5,24,34,29.0
Malam,Berawan,55,90,72.5,24,34,29.0
Dini Hari,Cerah Berawan,55,90,72.5,24,34,29.0
Siang,Berawan,55,90,72.5,24,34,29.0
Pagi,Cerah Berawan,55,90,72.5,24,34,29.0
Malam,Berawan,55,90,72.5,24,34,29.0
Dini Hari,Cerah Berawan,55,90,72.5,24,34,29.0
Siang,Hujan Lokal,55,90,72.5,24,34,29.0
Pagi,Cerah Berawan,55,90,72.5,24,34,29.0
Malam,Hujan Lokal,55,90,72.5,24,34,29.0
Dini Hari,Cerah Berawan,55,90,72.5,24,34,29.0
Siang,Berawan,55,90,72.5,24,34,29.0
Pagi,Cerah Berawan,55,90,72.5,24,34,29.0
Malam,Berawan,55,90,72.5,24,34,29.0
Dini Hari,Cerah Berawan,55,90,72.5,24,34,29.0
Siang,Hujan Lokal,55,90,72.5,24,34,29.0
Pagi,Cerah Berawan,55,90,72.5,24,34,29.0
Malam,Berawan,55,90,72.5,24,34,29.0
Dini Hari,Cerah Berawan,55,90,72.5,24,34,29.0
Siang,Cerah Berawan,40,85,62.5,24,34,29.0
Pagi,Cerah Berawan,40,85,62.5,24,34,29.0
Malam,Berawan,40,85,62.5,24,34,29.0
Dini Hari,Cerah Berawan,40,85,62.5,24,34,29.0
Siang,Cerah Berawan,40,85,62.5,24,34,29.0
Pagi,Cerah,40,85,62.5,24,34,29.0
Malam,Berawan,40,85,62.5,24,34,29.0
Dini Hari,Cerah Berawan,40,85,62.5,24,34,29.0
Siang,Hujan Lokal,40,85,62.5,24,34,29.0
Pagi,Cerah,40,85,62.5,24,34,29.0
Malam,Berawan,40,85,62.5,24,34,29.0
Dini Hari,Cerah Berawan,40,85,62.5,24,34,29.0
Siang,Hujan Lokal,40,85,62.5,24,34,29.0
Pagi,Cerah,40,85,62.5,24,34,29.0
Malam,Berawan,40,85,62.5,24,34,29.0
Dini Hari,Cerah Berawan,40,85,62.5,24,34,29.0
Siang,Cerah Berawan,40,85,62.5,24,34,29.0
Pagi,Cerah,40,85,62.5,24,34,29.0
Malam,Berawan,40,85,62.5,24,34,29.0
Dini Hari,Cerah Berawan,40,85,62.5,24,34,29.0
Siang,Berawan,40,85,62.5,24,34,29.0
Pagi,Cerah,40,85,62.5,24,34,29.0
Malam,Cerah Berawan,40,85,62.5,24,34,29.0
Dini Hari,Cerah Berawan,40,85,62.5,24,34,29.0
Siang,Cerah,45,85,65.0,23,33,28.0
Pagi,Cerah,45,85,65.0,23,33,28.0
Malam,Cerah,45,85,65.0,23,33,28.0
Dini Hari,Cerah,45,85,65.0,23,33,28.0
Siang,Cerah,45,85,65.0,23,33,28.0
Pagi,Cerah,45,85,65.0,23,33,28.0
Malam,Cerah,45,85,65.0,23,33,28.0
Dini Hari,Cerah,45,85,65.0,23,33,28.0
Siang,Cerah Berawan,45,85,65.0,23,33,28.0
Pagi,Cerah,45,85,65.0,23,33,28.0
Malam,Cerah Berawan,45,85,65.0,23,33,28.0
Dini Hari,Cerah,45,85,65.0,23,33,28.0
Siang,Cerah Berawan,45,85,65.0,23,33,28.0
Pagi,Cerah,45,85,65.0,23,33,28.0
Malam,Cerah Berawan,45,85,65.0,23,33,28.0
Dini Hari,Cerah Berawan,45,85,65.0,23,33,28.0
Siang,Cerah Berawan,45,85,65.0,23,33,28.0
Pagi,Cerah,45,85,65.0,23,33,28.0
Malam,Cerah Berawan,45,85,65.0,23,33,28.0
Dini Hari,Cerah,45,85,65.0,23,33,28.0
Siang,Cerah,45,85,65.0,23,33,28.0
Pagi,Cerah,45,85,65.0,23,33,28.0
Malam,Cerah Berawan,45,85,65.0,23,33,28.0
Dini Hari,Cerah,45,85,65.0,23,33,28.0
Siang,Cerah Berawan,50,90,70.0,23,34,28.5
Pagi,Berawan,50,90,70.0,23,34,28.5
Malam,Berawan,50,90,70.0,23,34,28.5
Dini Hari,Hujan Lokal,50,90,70.0,23,34,28.5
Siang,Cerah Berawan,50,90,70.0,23,34,28.5
Pagi,Cerah Berawan,50,90,70.0,23,34,28.5
Malam,Berawan,50,90,70.0,23,34,28.5
Dini Hari,Berawan,50,90,70.0,23,34,28.5
Siang,Cerah Berawan,50,90,70.0,23,34,28.5
Pagi,Cerah Berawan,50,90,70.0,23,34,28.5
Malam,Berawan,50,90,70.0,23,34,28.5
Dini Hari,Berawan,50,90,70.0,23,34,28.5
Siang,Cerah Berawan,50,90,70.0,23,34,28.5
Pagi,Cerah Berawan,50,90,70.0,23,34,28.5
Malam,Berawan,50,90,70.0,23,34,28.5
Dini Hari,Berawan,50,90,70.0,23,34,28.5
Siang,Cerah Berawan,50,90,70.0,23,34,28.5
Pagi,Cerah Berawan,50,90,70.0,23,34,28.5
Malam,Berawan,50,90,70.0,23,34,28.5
Dini Hari,Berawan,50,90,70.0,23,34,28.5
Siang,Cerah Berawan,50,90,70.0,23,34,28.5
Pagi,Cerah Berawan,50,90,70.0,23,34,28.5
Malam,Berawan,50,90,70.0,23,34,28.5
Dini Hari,Berawan,50,90,70.0,23,34,28.5
Siang,Cerah Berawan,45,80,62.5,23,33,28.0
Pagi,Berawan,45,80,62.5,23,33,28.0
Malam,Berawan,45,80,62.5,23,33,28.0
Dini Hari,Berawan,45,80,62.5,23,33,28.0
Siang,Cerah Berawan,45,80,62.5,23,33,28.0
Pagi,Berawan,45,80,62.5,23,33,28.0
Malam,Berawan,45,80,62.5,23,33,28.0
Dini Hari,Berawan,45,80,62.5,23,33,28.0
Siang,Berawan,45,80,62.5,23,33,28.0
Pagi,Cerah Berawan,45,80,62.5,23,33,28.0
Malam,Berawan,45,80,62.5,23,33,28.0
Dini Hari,Berawan,45,80,62.5,23,33,28.0
Siang,Berawan,45,80,62.5,23,33,28.0
Pagi,Cerah Berawan,45,80,62.5,23,33,28.0
Malam,Berawan,45,80,62.5,23,33,28.0
Dini Hari,Berawan,45,80,62.5,23,33,28.0
Siang,Cerah Berawan,45,80,62.5,23,33,28.0
Pagi,Cerah Berawan,45,80,62.5,23,33,28.0
Malam,Berawan,45,80,62.5,23,33,28.0
Dini Hari,Berawan,45,80,62.5,23,33,28.0
Siang,Cerah Berawan,45,80,62.5,23,33,28.0
Pagi,Cerah Berawan,45,80,62.5,23,33,28.0
Malam,Berawan,45,80,62.5,23,33,28.0
Dini Hari,Berawan,45,80,62.5,23,33,28.0
Siang,Cerah Berawan,50,80,65.0,23,35,29.0
Pagi,Cerah Berawan,50,80,65.0,23,35,29.0
Malam,Berawan,50,80,65.0,23,35,29.0
Dini Hari,Cerah Berawan,50,80,65.0,23,35,29.0
Siang,Cerah Berawan,50,80,65.0,23,35,29.0
Pagi,Cerah Berawan,50,80,65.0,23,35,29.0
Malam,Berawan,50,80,65.0,23,35,29.0
Dini Hari,Cerah Berawan,50,80,65.0,23,35,29.0
Siang,Cerah Berawan,50,80,65.0,23,35,29.0
Pagi,Cerah Berawan,50,80,65.0,23,35,29.0
Malam,Berawan,50,80,65.0,23,35,29.0
Dini Hari,Cerah Berawan,50,80,65.0,23,35,29.0
Siang,Berawan,50,80,65.0,23,35,29.0
Pagi,Cerah Berawan,50,80,65.0,23,35,29.0
Malam,Berawan,50,80,65.0,23,35,29.0
Dini Hari,Cerah Berawan,50,80,65.0,23,35,29.0
Siang,Cerah Berawan,50,80,65.0,23,35,29.0
Pagi,Cerah Berawan,50,80,65.0,23,35,29.0
Malam,Berawan,50,80,65.0,23,35,29.0
Dini Hari,Cerah Berawan,50,80,65.0,23,35,29.0
Siang,Cerah Berawan,50,80,65.0,23,35,29.0
Pagi,Cerah Berawan,50,80,65.0,23,35,29.0
Malam,Berawan,50,80,65.0,23,35,29.0
Dini Hari,Cerah Berawan,50,80,65.0,23,35,29.0
Siang,Cerah,50,85,67.5,23,33,28.0
Pagi,Cerah Berawan,50,85,67.5,23,33,28.0
Malam,Cerah,50,85,67.5,23,33,28.0
Dini Hari,Cerah,50,85,67.5,23,33,28.0
Siang,Cerah,50,85,67.5,23,33,28.0
Pagi,Cerah Berawan,50,85,67.5,23,33,28.0
Malam,Cerah Berawan,50,85,67.5,23,33,28.0
Dini Hari,Cerah Berawan,50,85,67.5,23,33,28.0
Siang,Cerah Berawan,50,85,67.5,23,33,28.0
Pagi,Cerah Berawan,50,85,67.5,23,33,28.0
Malam,Cerah Berawan,50,85,67.5,23,33,28.0
Dini Hari,Cerah,50,85,67.5,23,33,28.0
Siang,Cerah Berawan,50,85,67.5,23,33,28.0
Pagi,Cerah Berawan,50,85,67.5,23,33,28.0
Malam,Cerah Berawan,50,85,67.5,23,33,28.0
Dini Hari,Cerah,50,85,67.5,23,33,28.0
Siang,Cerah Berawan,50,85,67.5,23,33,28.0
Pagi,Cerah Berawan,50,85,67.5,23,33,28.0
Malam,Cerah Berawan,50,85,67.5,23,33,28.0
Dini Hari,Cerah Berawan,50,85,67.5,23,33,28.0
Siang,Cerah Berawan,50,85,67.5,23,33,28.0
Pagi,Cerah Berawan,50,85,67.5,23,33,28.0
Malam,Cerah Berawan,50,85,67.5,23,33,28.0
Dini Hari,Cerah,50,85,67.5,23,33,28.0
Siang,Cerah,35,75,55.0,22,33,27.5
Pagi,Cerah Berawan,35,75,55.0,22,33,27.5
Malam,Cerah Berawan,35,75,55.0,22,33,27.5
Dini Hari,Berawan,35,75,55.0,22,33,27.5
Siang,Cerah,35,75,55.0,22,33,27.5
Pagi,Cerah Berawan,35,75,55.0,22,33,27.5
Malam,Cerah Berawan,35,75,55.0,22,33,27.5
Dini Hari,Berawan,35,75,55.0,22,33,27.5
Siang,Cerah Berawan,35,75,55.0,22,33,27.5
Pagi,Cerah Berawan,35,75,55.0,22,33,27.5
Malam,Cerah Berawan,35,75,55.0,22,33,27.5
Dini Hari,Cerah Berawan,35,75,55.0,22,33,27.5
Siang,Cerah Berawan,35,75,55.0,22,33,27.5
Pagi,Cerah Berawan,35,75,55.0,22,33,27.5
Malam,Cerah Berawan,35,75,55.0,22,33,27.5
Dini Hari,Cerah Berawan,35,75,55.0,22,33,27.5
Siang,Cerah,35,75,55.0,22,33,27.5
Pagi,Cerah Berawan,35,75,55.0,22,33,27.5
Malam,Cerah Berawan,35,75,55.0,22,33,27.5
Dini Hari,Cerah Berawan,35,75,55.0,22,33,27.5
Siang,Cerah Berawan,35,75,55.0,22,33,27.5
Pagi,Cerah Berawan,35,75,55.0,22,33,27.5
Malam,Cerah Berawan,35,75,55.0,22,33,27.5
Dini Hari,Berawan,35,75,55.0,22,33,27.5
Siang,Cerah,40,80,60.0,22,33,27.5
Pagi,Cerah Berawan,40,80,60.0,22,33,27.5
Malam,Cerah Berawan,40,80,60.0,22,33,27.5
Dini Hari,Cerah Berawan,40,80,60.0,22,33,27.5
Siang,Cerah,40,80,60.0,22,33,27.5
Pagi,Cerah Berawan,40,80,60.0,22,33,27.5
Malam,Cerah Berawan,40,80,60.0,22,33,27.5
Dini Hari,Cerah Berawan,40,80,60.0,22,33,27.5
Siang,Cerah,40,80,60.0,22,33,27.5
Pagi,Cerah Berawan,40,80,60.0,22,33,27.5
Malam,Berawan,40,80,60.0,22,33,27.5
Dini Hari,Cerah Berawan,40,80,60.0,22,33,27.5
Siang,Cerah,40,80,60.0,22,33,27.5
Pagi,Cerah Berawan,40,80,60.0,22,33,27.5
Malam,Berawan,40,80,60.0,22,33,27.5
Dini Hari,Cerah Berawan,40,80,60.0,22,33,27.5
Siang,Cerah,40,80,60.0,22,33,27.5
Pagi,Cerah Berawan,40,80,60.0,22,33,27.5
Malam,Cerah Berawan,40,80,60.0,22,33,27.5
Dini Hari,Cerah Berawan,40,80,60.0,22,33,27.5
Siang,Cerah,40,80,60.0,22,33,27.5
Pagi,Cerah Berawan,40,80,60.0,22,33,27.5
Malam,Cerah Berawan,40,80,60.0,22,33,27.5
Dini Hari,Cerah Berawan,40,80,60.0,22,33,27.5
Siang,Cerah,55,95,75.0,23,33,28.0
Pagi,Cerah Berawan,55,95,75.0,23,33,28.0
Malam,Cerah,55,95,75.0,23,33,28.0
Dini Hari,Cerah,55,95,75.0,23,33,28.0
Siang,Cerah,55,95,75.0,23,33,28.0
Pagi,Cerah Berawan,55,95,75.0,23,33,28.0
Malam,Cerah,55,95,75.0,23,33,28.0
Dini Hari,Cerah,55,95,75.0,23,33,28.0
Siang,Hujan Lokal,55,95,75.0,23,33,28.0
Pagi,Cerah Berawan,55,95,75.0,23,33,28.0
Malam,Cerah Berawan,55,95,75.0,23,33,28.0
Dini Hari,Cerah Berawan,55,95,75.0,23,33,28.0
Siang,Hujan Lokal,55,95,75.0,23,33,28.0
Pagi,Cerah Berawan,55,95,75.0,23,33,28.0
Malam,Cerah Berawan,55,95,75.0,23,33,28.0
Dini Hari,Cerah Berawan,55,95,75.0,23,33,28.0
Siang,Cerah,55,95,75.0,23,33,28.0
Pagi,Cerah Berawan,55,95,75.0,23,33,28.0
Malam,Cerah,55,95,75.0,23,33,28.0
Dini Hari,Cerah Berawan,55,95,75.0,23,33,28.0
Siang,Cerah Berawan,55,95,75.0,23,33,28.0
Pagi,Cerah Berawan,55,95,75.0,23,33,28.0
Malam,Cerah,55,95,75.0,23,33,28.0
Dini Hari,Cerah Berawan,55,95,75.0,23,33,28.0
Siang,Cerah Berawan,55,95,75.0,23,33,28.0
Pagi,Cerah Berawan,55,95,75.0,23,33,28.0
Malam,Cerah Berawan,55,95,75.0,23,33,28.0
Dini Hari,Cerah Berawan,55,95,75.0,23,33,28.0
Siang,Cerah Berawan,55,95,75.0,23,33,28.0
Pagi,Cerah Berawan,55,95,75.0,23,33,28.0
Malam,Cerah Berawan,55,95,75.0,23,33,28.0
Dini Hari,Cerah Berawan,55,95,75.0,23,33,28.0
Siang,Hujan Lokal,55,95,75.0,23,33,28.0
Pagi,Cerah Berawan,55,95,75.0,23,33,28.0
Malam,Cerah Berawan,55,95,75.0,23,33,28.0
Dini Hari,Cerah Berawan,55,95,75.0,23,33,28.0
Siang,Hujan Petir,55,95,75.0,23,33,28.0
Pagi,Cerah Berawan,55,95,75.0,23,33,28.0
Malam,Cerah Berawan,55,95,75.0,23,33,28.0
Dini Hari,Berawan,55,95,75.0,23,33,28.0
Siang,Berawan,55,95,75.0,23,33,28.0
Pagi,Cerah Berawan,55,95,75.0,23,33,28.0
Malam,Cerah Berawan,55,95,75.0,23,33,28.0
Dini Hari,Cerah Berawan,55,95,75.0,23,33,28.0
Siang,Hujan Ringan,55,95,75.0,23,33,28.0
Pagi,Cerah Berawan,55,95,75.0,23,33,28.0
Malam,Cerah Berawan,55,95,75.0,23,33,28.0
Dini Hari,Cerah Berawan,55,95,75.0,23,33,28.0
Siang,Cerah Berawan,60,95,77.5,24,33,28.5
Pagi,Cerah Berawan,60,95,77.5,24,33,28.5
Malam,Hujan Ringan,60,95,77.5,24,33,28.5
Dini Hari,Cerah Berawan,60,95,77.5,24,33,28.5
Siang,Cerah Berawan,60,95,77.5,24,33,28.5
Pagi,Cerah Berawan,60,95,77.5,24,33,28.5
Malam,Hujan Ringan,60,95,77.5,24,33,28.5
Dini Hari,Cerah Berawan,60,95,77.5,24,33,28.5
Siang,Hujan Lokal,60,95,77.5,24,33,28.5
Pagi,Cerah Berawan,60,95,77.5,24,33,28.5
Malam,Hujan Petir,60,95,77.5,24,33,28.5
Dini Hari,Berawan,60,95,77.5,24,33,28.5
Siang,Hujan Ringan,60,95,77.5,24,33,28.5
Pagi,Cerah Berawan,60,95,77.5,24,33,28.5
Malam,Hujan Petir,60,95,77.5,24,33,28.5
Dini Hari,Berawan,60,95,77.5,24,33,28.5
Siang,Berawan,60,95,77.5,24,33,28.5
Pagi,Cerah Berawan,60,95,77.5,24,33,28.5
Malam,Hujan Ringan,60,95,77.5,24,33,28.5
Dini Hari,Cerah Berawan,60,95,77.5,24,33,28.5
Siang,Berawan,60,95,77.5,24,33,28.5
Pagi,Cerah Berawan,60,95,77.5,24,33,28.5
Malam,Hujan Petir,60,95,77.5,24,33,28.5
Dini Hari,Berawan,60,95,77.5,24,33,28.5
Siang,Cerah,60,85,72.5,24,32,28.0
Pagi,Cerah Berawan,60,85,72.5,24,32,28.0
Malam,Cerah Berawan,60,85,72.5,24,32,28.0
Dini Hari,Hujan Lokal,60,85,72.5,24,32,28.0
Siang,Cerah Berawan,60,85,72.5,24,32,28.0
Pagi,Cerah Berawan,60,85,72.5,24,32,28.0
Malam,Cerah Berawan,60,85,72.5,24,32,28.0
Dini Hari,Hujan Lokal,60,85,72.5,24,32,28.0
Siang,Hujan Lokal,60,85,72.5,24,32,28.0
Pagi,Cerah Berawan,60,85,72.5,24,32,28.0
Malam,Cerah Berawan,60,85,72.5,24,32,28.0
Dini Hari,Cerah Berawan,60,85,72.5,24,32,28.0
Siang,Hujan Lokal,60,85,72.5,24,32,28.0
Pagi,Cerah Berawan,60,85,72.5,24,32,28.0
Malam,Cerah Berawan,60,85,72.5,24,32,28.0
Dini Hari,Cerah Berawan,60,85,72.5,24,32,28.0
Siang,Cerah Berawan,60,85,72.5,24,32,28.0
Pagi,Cerah Berawan,60,85,72.5,24,32,28.0
Malam,Cerah Berawan,60,85,72.5,24,32,28.0
Dini Hari,Cerah Berawan,60,85,72.5,24,32,28.0
Siang,Berawan,60,85,72.5,24,32,28.0
Pagi,Cerah Berawan,60,85,72.5,24,32,28.0
Malam,Hujan Ringan,60,85,72.5,24,32,28.0
Dini Hari,Cerah Berawan,60,85,72.5,24,32,28.0
Siang,Cerah,55,80,67.5,23,33,28.0
Pagi,Cerah,55,80,67.5,23,33,28.0
Malam,Cerah Berawan,55,80,67.5,23,33,28.0
Dini Hari,Berawan,55,80,67.5,23,33,28.0
Siang,Cerah Berawan,55,80,67.5,23,33,28.0
Pagi,Cerah,55,80,67.5,23,33,28.0
Malam,Cerah Berawan,55,80,67.5,23,33,28.0
Dini Hari,Berawan,55,80,67.5,23,33,28.0
Siang,Cerah Berawan,55,80,67.5,23,33,28.0
Pagi,Cerah,55,80,67.5,23,33,28.0
Malam,Berawan,55,80,67.5,23,33,28.0
Dini Hari,Cerah Berawan,55,80,67.5,23,33,28.0
Siang,Berawan,55,80,67.5,23,33,28.0
Pagi,Cerah,55,80,67.5,23,33,28.0
Malam,Berawan,55,80,67.5,23,33,28.0
Dini Hari,Cerah Berawan,55,80,67.5,23,33,28.0
Siang,Cerah Berawan,55,80,67.5,23,33,28.0
Pagi,Cerah,55,80,67.5,23,33,28.0
Malam,Cerah Berawan,55,80,67.5,23,33,28.0
Dini Hari,Cerah Berawan,55,80,67.5,23,33,28.0
Siang,Berawan,55,80,67.5,23,33,28.0
Pagi,Cerah,55,80,67.5,23,33,28.0
Malam,Berawan,55,80,67.5,23,33,28.0
Dini Hari,Cerah Berawan,55,80,67.5,23,33,28.0
Siang,Cerah,45,90,67.5,23,33,28.0
Pagi,Berawan,45,90,67.5,23,33,28.0
Malam,Cerah Berawan,45,90,67.5,23,33,28.0
Dini Hari,Cerah Berawan,45,90,67.5,23,33,28.0
Siang,Cerah Berawan,45,90,67.5,23,33,28.0
Pagi,Berawan,45,90,67.5,23,33,28.0
Malam,Cerah Berawan,45,90,67.5,23,33,28.0
Dini Hari,Cerah Berawan,45,90,67.5,23,33,28.0
Siang,Berawan,45,90,67.5,23,33,28.0
Pagi,Cerah Berawan,45,90,67.5,23,33,28.0
Malam,Cerah Berawan,45,90,67.5,23,33,28.0
Dini Hari,Cerah Berawan,45,90,67.5,23,33,28.0
Siang,Berawan,45,90,67.5,23,33,28.0
Pagi,Cerah Berawan,45,90,67.5,23,33,28.0
Malam,Cerah Berawan,45,90,67.5,23,33,28.0
Dini Hari,Cerah Berawan,45,90,67.5,23,33,28.0
Siang,Cerah Berawan,45,90,67.5,23,33,28.0
Pagi,Cerah Berawan,45,90,67.5,23,33,28.0
Malam,Cerah Berawan,45,90,67.5,23,33,28.0
Dini Hari,Cerah Berawan,45,90,67.5,23,33,28.0
Siang,Cerah Berawan,45,90,67.5,23,33,28.0
Pagi,Cerah Berawan,45,90,67.5,23,33,28.0
Malam,Cerah Berawan,45,90,67.5,23,33,28.0
Dini Hari,Cerah Berawan,45,90,67.5,23,33,28.0
Siang,Cerah Berawan,55,95,75.0,23,34,28.5
Pagi,Cerah Berawan,55,95,75.0,23,34,28.5
Malam,Berawan,55,95,75.0,23,34,28.5
Dini Hari,Berawan,55,95,75.0,23,34,28.5
Siang,Cerah Berawan,55,95,75.0,23,34,28.5
Pagi,Cerah Berawan,55,95,75.0,23,34,28.5
Malam,Berawan,55,95,75.0,23,34,28.5
Dini Hari,Berawan,55,95,75.0,23,34,28.5
Siang,Berawan,55,95,75.0,23,34,28.5
Pagi,Cerah Berawan,55,95,75.0,23,34,28.5
Malam,Berawan,55,95,75.0,23,34,28.5
Dini Hari,Berawan Tebal,55,95,75.0,23,34,28.5
Siang,Berawan,55,95,75.0,23,34,28.5
Pagi,Cerah Berawan,55,95,75.0,23,34,28.5
Malam,Berawan,55,95,75.0,23,34,28.5
Dini Hari,Berawan Tebal,55,95,75.0,23,34,28.5
Siang,Cerah Berawan,55,95,75.0,23,34,28.5
Pagi,Cerah Berawan,55,95,75.0,23,34,28.5
Malam,Berawan,55,95,75.0,23,34,28.5
Dini Hari,Berawan,55,95,75.0,23,34,28.5
Siang,Berawan,55,95,75.0,23,34,28.5
Pagi,Cerah Berawan,55,95,75.0,23,34,28.5
Malam,Berawan,55,95,75.0,23,34,28.5
Dini Hari,Berawan,55,95,75.0,23,34,28.5
Siang,Cerah,60,95,77.5,23,32,27.5
Pagi,Berawan,60,95,77.5,23,32,27.5
Malam,Berawan,60,95,77.5,23,32,27.5
Dini Hari,Hujan Lokal,60,95,77.5,23,32,27.5
Siang,Cerah Berawan,60,95,77.5,23,32,27.5
Pagi,Berawan,60,95,77.5,23,32,27.5
Malam,Berawan,60,95,77.5,23,32,27.5
Dini Hari,Hujan Lokal,60,95,77.5,23,32,27.5
Siang,Hujan Ringan,60,95,77.5,23,32,27.5
Pagi,Cerah,60,95,77.5,23,32,27.5
Malam,Berawan,60,95,77.5,23,32,27.5
Dini Hari,Berawan,60,95,77.5,23,32,27.5
Siang,Hujan Ringan,60,95,77.5,23,32,27.5
Pagi,Berawan,60,95,77.5,23,32,27.5
Malam,Berawan,60,95,77.5,23,32,27.5
Dini Hari,Berawan,60,95,77.5,23,32,27.5
Siang,Cerah Berawan,60,95,77.5,23,32,27.5
Pagi,Berawan,60,95,77.5,23,32,27.5
Malam,Berawan,60,95,77.5,23,32,27.5
Dini Hari,Hujan Lokal,60,95,77.5,23,32,27.5
Siang,Cerah,60,95,77.5,23,32,27.5
Pagi,Berawan Tebal,60,95,77.5,23,32,27.5
Malam,Berawan,60,95,77.5,23,32,27.5
Dini Hari,Hujan Lokal,60,95,77.5,23,32,27.5
Siang,Cerah,50,90,70.0,24,33,28.5
